Datetime,ProduceType,InputLevel,SpendResource,Type,ID,Name,Rank
2021-01-01 00:37:46,GUN,NORMAL,91/400/400/30,SMG,16,Thompson,★★★★★
2021-01-01 00:37:51,GUN,NORMAL,91/400/400/30,AR,58,AK-47,★★★
2021-01-01 00:37:51,GUN,NORMAL,91/400/400/30,AR,118,9A-91,★★★★
2021-01-01 00:37:54,GUN,NORMAL,91/400/400/30,SMG,21,PPSh-41,★★
2021-01-01 00:37:54,GUN,NORMAL,91/400/400/30,SMG,31,M38,★★
2021-01-01 00:37:58,GUN,NORMAL,91/400/400/30,AR,71,Galil,★★
2021-01-01 00:37:58,GUN,NORMAL,91/400/400/30,SMG,25,MP40,★★
2021-01-01 00:38:01,GUN,NORMAL,91/400/400/30,SMG,16,Thompson,★★★★★
2021-01-01 00:38:01,GUN,NORMAL,91/400/400/30,AR,72,TAR-21,★★★★
2021-01-01 00:38:05,GUN,NORMAL,91/400/400/30,SMG,92,Spectre M4,★★
2021-01-01 00:38:05,GUN,NORMAL,91/400/400/30,SMG,27,Skorpion,★★★
2021-01-01 00:38:09,GUN,NORMAL,91/400/400/30,SMG,33,m45,★★
2021-01-01 00:38:09,GUN,NORMAL,91/400/400/30,AR,287,SIG-556,★★★★★
2021-01-01 00:39:23,GUN,NORMAL,800/800/100/400,SMG,137,PP-19-01,★★★★
2021-01-01 00:39:23,GUN,NORMAL,800/800/100/400,MG,264,Chauchat,★★★★
2021-01-01 00:39:31,GUN,NORMAL,800/800/100/400,SMG,137,PP-19-01,★★★★
2021-01-01 00:39:31,GUN,NORMAL,800/800/100/400,MG,75,M1918,★★★★
2021-01-01 00:39:35,GUN,NORMAL,800/800/100/400,SMG,228,100 Shiki,★★★★★
2021-01-01 00:39:35,GUN,NORMAL,800/800/100/400,MG,82,DP28,★★
2021-01-01 00:39:44,GUN,NORMAL,800/800/100/400,MG,88,MG3,★★★★
2021-01-01 00:39:44,GUN,NORMAL,800/800/100/400,MG,77,M2HB,★★★
2021-01-01 00:39:53,GUN,NORMAL,800/800/100/400,MG,88,MG3,★★★★
2021-01-01 00:39:53,GUN,NORMAL,800/800/100/400,MG,88,MG3,★★★★
2021-01-01 00:39:58,GUN,NORMAL,800/800/100/400,AR,118,9A-91,★★★★
2021-01-01 00:39:58,GUN,NORMAL,800/800/100/400,MG,87,MG34,★★
2021-01-01 00:40:03,GUN,NORMAL,800/800/100/400,AR,216,XM8,★★★★
2021-01-01 00:40:03,GUN,NORMAL,800/800/100/400,MG,82,DP28,★★
2021-01-01 00:40:08,GUN,NORMAL,800/800/100/400,MG,75,M1918,★★★★
2021-01-01 00:40:08,GUN,NORMAL,800/800/100/400,MG,199,Type80,★★★★
2021-01-01 00:40:17,GUN,NORMAL,800/800/100/400,MG,110,FG42,★★
2021-01-01 00:40:17,GUN,NORMAL,800/800/100/400,MG,82,DP28,★★
2021-01-01 00:40:22,GUN,NORMAL,800/800/100/400,MG,82,DP28,★★
2021-01-01 00:40:22,GUN,NORMAL,800/800/100/400,MG,238,QJY-88,★★★★★
2021-01-01 00:45:54,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-01 00:45:54,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-01 00:46:01,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-01 00:46:14,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,42,Type 1 Armor Plate,★★★
2021-01-01 00:46:14,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,65,AC3 Suppressor,★★★★
2021-01-01 00:46:14,EQUIP,NORMAL,120/92/60/152,XEXO,57,IOP X3 Exoskeleton,★★★★
2021-01-01 01:23:46,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 01:23:46,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-01 01:23:53,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-01 01:49:47,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 01:49:47,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-01 02:20:49,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 02:20:49,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-01 02:49:22,GUN,NORMAL,30/30/30/30,SMG,93,IDW,★★
2021-01-01 02:49:22,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 03:19:17,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 03:50:44,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-01 04:01:36,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 04:26:49,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 04:26:49,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-01 04:57:05,GUN,NORMAL,30/30/30/30,SMG,93,IDW,★★
2021-01-01 04:57:05,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 04:57:12,GUN,NORMAL,30/30/30/30,HG,13,Type92,★★★
2021-01-01 05:34:37,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 05:34:37,GUN,NORMAL,30/30/30/30,HG,12,C96,★★★
2021-01-01 06:08:29,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-01 06:08:30,GUN,NORMAL,30/30/30/30,HG,8,Makarov,★★★
2021-01-01 07:14:05,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-01 07:14:05,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-01 07:14:11,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-01 07:45:09,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-01 07:45:09,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 08:07:40,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 08:07:40,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2021-01-01 11:34:13,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-01 11:34:13,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 12:00:47,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-01 12:00:47,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-01 12:31:43,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-01 12:31:43,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 12:59:55,GUN,NORMAL,30/30/30/30,HG,12,C96,★★★
2021-01-01 12:59:55,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-01 16:34:56,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-01 16:34:56,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-01 19:52:44,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-01 19:52:44,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 20:15:04,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-01 20:21:53,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-01 20:51:40,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 20:51:40,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 21:12:23,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-01 21:12:23,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-01 21:12:29,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-01 21:33:03,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 21:33:03,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-01 21:55:20,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-01 21:55:20,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-01 22:02:36,EQUIP,NORMAL,120/92/60/152,XEXO,56,IOP X2 Exoskeleton,★★★
2021-01-01 22:02:36,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-01 22:02:36,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,43,Type 2 Armor Plate,★★★★
2021-01-01 22:20:34,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 22:20:34,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 22:29:20,EQUIP,NORMAL,120/92/60/152,TEXO,39,IOP T3 Exoskeleton,★★★★
2021-01-01 22:44:21,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-01 22:44:21,GUN,NORMAL,30/30/30/30,HG,126,NZ75,★★★★★
2021-01-01 22:44:27,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-01 22:44:31,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-01 23:07:03,GUN,NORMAL,30/30/30/30,SMG,94,Type64,★★
2021-01-01 23:07:03,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-01 23:07:10,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 23:33:56,GUN,NORMAL,30/30/30/30,SMG,93,IDW,★★
2021-01-01 23:33:56,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-01 23:34:06,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-01 23:34:06,GUN,NORMAL,30/30/30/30,HG,8,Makarov,★★★
2021-01-01 23:34:11,GUN,NORMAL,30/30/30/30,SMG,94,Type64,★★
2021-01-01 23:34:15,GUN,NORMAL,30/30/30/30,HG,12,C96,★★★
2021-01-01 23:57:13,GUN,NORMAL,30/30/30/30,HG,233,Px4 Storm,★★★★★
2021-01-01 23:57:19,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-01 23:57:22,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-02 00:04:36,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 00:25:28,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 00:25:28,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-02 01:46:11,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2021-01-02 01:46:11,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 01:46:16,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 01:46:20,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 02:13:36,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-02 02:13:36,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-02 02:13:43,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 02:13:43,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2021-01-02 02:13:48,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-02 02:42:28,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 02:42:28,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 02:42:33,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 02:42:36,GUN,NORMAL,30/30/30/30,HG,126,NZ75,★★★★★
2021-01-02 02:42:40,GUN,NORMAL,30/30/30/30,HG,260,PA-15,★★★★★
2021-01-02 02:42:44,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-02 02:42:48,GUN,NORMAL,30/30/30/30,HG,8,Makarov,★★★
2021-01-02 02:42:51,GUN,NORMAL,30/30/30/30,SMG,26,Gr MP5,★★★★
2021-01-02 02:42:55,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 03:05:44,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 03:13:14,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 03:13:19,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 03:31:16,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-02 03:32:31,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-02 03:42:16,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-02 03:42:20,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-02 04:05:18,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 04:05:18,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 04:05:25,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 04:05:26,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 04:05:30,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-02 04:35:22,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 04:35:22,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 05:05:05,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 05:05:05,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 05:05:13,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 05:05:13,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 05:05:17,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-02 05:26:46,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 05:26:46,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 05:26:50,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 05:26:53,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 05:53:47,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-02 05:54:59,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 12:16:52,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 12:16:52,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-02 12:16:56,GUN,NORMAL,30/30/30/30,HG,96,Grizzly,★★★★★
2021-01-02 12:17:00,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 12:46:33,GUN,NORMAL,30/30/30/30,HG,260,PA-15,★★★★★
2021-01-02 12:46:33,GUN,NORMAL,30/30/30/30,SMG,17,M3,★★
2021-01-02 12:46:42,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 12:46:42,GUN,NORMAL,30/30/30/30,HG,90,FF FNP9,★★
2021-01-02 13:22:58,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 13:22:59,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-02 13:23:04,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 13:23:13,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 13:45:58,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 13:45:58,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 13:46:12,GUN,NORMAL,30/30/30/30,SMG,21,PPSh-41,★★
2021-01-02 13:46:17,GUN,NORMAL,30/30/30/30,HG,6,Tokarev,★★★
2021-01-02 13:46:21,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-02 14:06:55,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 14:14:06,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 14:29:52,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 14:37:30,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 14:56:35,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 15:02:50,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 18:43:41,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2021-01-02 18:43:41,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 18:43:48,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 18:43:48,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 19:04:22,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 19:15:39,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 19:26:33,GUN,NORMAL,30/30/30/30,HG,12,C96,★★★
2021-01-02 19:26:38,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 19:26:42,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 19:26:45,GUN,NORMAL,30/30/30/30,HG,5,M1895,★★
2021-01-02 19:43:29,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 19:47:31,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 19:47:35,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 20:05:19,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 20:14:23,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 20:14:27,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 20:30:58,GUN,NORMAL,30/30/30/30,HG,11,P08,★★★
2021-01-02 20:31:03,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2021-01-02 20:38:10,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 20:51:54,GUN,NORMAL,30/30/30/30,HG,141,Gr USPCompact,★★
2021-01-02 21:04:53,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 21:04:58,GUN,NORMAL,30/30/30/30,SMG,25,MP40,★★
2021-01-02 21:05:02,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2021-01-02 21:21:35,GUN,NORMAL,30/30/30/30,SMG,32,Micro Uzi,★★★
2021-01-02 21:21:39,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 21:32:42,GUN,NORMAL,30/30/30/30,HG,99,Gr Mk23,★★★★
2021-01-02 21:32:46,GUN,NORMAL,30/30/30/30,HG,2,M1911,★★
2021-01-02 21:57:57,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 21:57:58,GUN,NORMAL,30/30/30/30,HG,3,M9,★★★
2021-01-02 21:58:02,GUN,NORMAL,30/30/30/30,HG,139,Bren Ten,★★
2021-01-02 22:20:59,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,43,Type 2 Armor Plate,★★★★
2021-01-02 22:20:59,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-02 22:20:59,EQUIP,NORMAL,120/92/60/152,TEXO,37,IOP T1 Exoskeleton,★★
2021-01-02 22:21:06,EQUIP,NORMAL,120/92/60/152,AMMOBOX,67,IOP High-Capacity Ammo Box,★★★★
2021-01-02 22:21:12,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,43,Type 2 Armor Plate,★★★★
2021-01-02 22:21:16,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,66,AC4 Suppressor,★★★★★
2021-01-02 22:21:25,EQUIP,NORMAL,120/92/60/152,TEXO,38,IOP T2 Exoskeleton,★★★
2021-01-02 22:34:46,EQUIP,NORMAL,120/92/60/152,TEXO,38,IOP T2 Exoskeleton,★★★
2021-01-02 22:34:54,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2021-01-02 22:34:54,GUN,NORMAL,30/30/30/30,HG,1,SAA,★★★★
2021-01-02 22:47:03,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-02 22:53:18,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-02 23:04:24,EQUIP,NORMAL,120/92/60/152,TEXO,38,IOP T2 Exoskeleton,★★★
2021-01-02 23:04:24,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,13,PEQ-2,★★
2021-01-02 23:14:32,GUN,NORMAL,30/30/30/30,HG,13,Type92,★★★
2021-01-02 23:14:39,EQUIP,NORMAL,120/92/60/152,TEXO,37,IOP T1 Exoskeleton,★★
2021-01-02 23:29:13,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2021-01-02 23:29:17,EQUIP,NORMAL,120/92/60/152,XEXO,55,IOP X1 Exoskeleton,★★
2021-01-02 23:29:19,EQUIP,NORMAL,120/92/60/152,TEXO,37,IOP T1 Exoskeleton,★★
2021-01-02 23:44:32,EQUIP,NORMAL,120/92/60/152,XEXO,56,IOP X2 Exoskeleton,★★★
2021-01-02 23:44:32,EQUIP,NORMAL,120/92/60/152,CLOAK,87,Ragged Cape,★★
2021-01-02 23:44:32,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,14,PEQ-5,★★★
2021-01-03 00:11:39,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,43,Type 2 Armor Plate,★★★★
2021-01-03 00:11:39,EQUIP,NORMAL,120/92/60/152,XEXO,56,IOP X2 Exoskeleton,★★★
2021-01-03 00:11:39,EQUIP,NORMAL,120/92/60/152,TEXO,38,IOP T2 Exoskeleton,★★★
2021-01-03 00:11:46,EQUIP,NORMAL,120/92/60/152,ARMORPLATE,42,Type 1 Armor Plate,★★★
2021-01-03 00:38:48,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,65,AC3 Suppressor,★★★★
2021-01-03 00:38:48,EQUIP,NORMAL,120/92/60/152,NIGHTEQUIP,15,PEQ-15,★★★★
2021-01-03 00:38:48,EQUIP,NORMAL,120/92/60/152,XEXO,56,IOP X2 Exoskeleton,★★★
2021-01-03 01:20:17,EQUIP,NORMAL,120/92/60/152,TEXO,39,IOP T3 Exoskeleton,★★★★
2021-01-03 01:20:17,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,64,AC2 Suppressor,★★★
2021-01-03 01:20:17,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-03 01:20:23,EQUIP,NORMAL,120/92/60/152,XEXO,55,IOP X1 Exoskeleton,★★
2021-01-03 01:32:49,EQUIP,NORMAL,120/92/60/152,CLOAK,87,Ragged Cape,★★
2021-01-03 01:32:50,EQUIP,NORMAL,120/92/60/152,XEXO,58,IOP X4 Exoskeleton,★★★★★
2021-01-03 01:33:02,EQUIP,NORMAL,120/92/60/152,TEXO,37,IOP T1 Exoskeleton,★★
2021-01-03 01:44:06,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-03 01:46:26,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,65,AC3 Suppressor,★★★★
2021-01-03 04:09:35,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-03 04:09:35,EQUIP,NORMAL,120/92/60/152,TEXO,39,IOP T3 Exoskeleton,★★★★
2021-01-03 04:09:35,EQUIP,NORMAL,120/92/60/152,XEXO,57,IOP X3 Exoskeleton,★★★★
2021-01-03 04:09:43,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-03 04:09:43,EQUIP,NORMAL,120/92/60/152,SUPPRESSOR,63,AC1 Suppressor,★★
2021-01-03 04:16:56,EQUIP,NORMAL,120/92/60/152,XEXO,55,IOP X1 Exoskeleton,★★
2021-01-03 04:16:56,EQUIP,NORMAL,120/92/60/152,XEXO,57,IOP X3 Exoskeleton,★★★★
2021-01-03 04:16:56,EQUIP,NORMAL,120/92/60/152,XEXO,57,IOP X3 Exoskeleton,★★★★
